序号,时间,开盘价,收盘价,当日最高,当日最低,当天成交量,当天成交额,振幅,涨跌幅,涨跌额,换手率
1340,2016-07-08,3000.33,2988.09,3001.55,2983.88,168986860,209672667136.00,0.59,-0.95,-28.76,0.43
1341,2016-07-11,2993.75,2994.92,3022.94,2990.91,224338225,271916498944.00,1.07,0.23,6.83,0.58
1342,2016-07-12,2992.52,3049.38,3049.68,2984.42,259486295,288656744448.00,2.18,1.82,54.46,0.67
1343,2016-07-13,3049.51,3060.69,3069.05,3048.20,253659384,279350870016.00,0.68,0.37,11.31,0.65
1344,2016-07-14,3054.98,3054.02,3057.05,3036.52,180194803,208939032576.00,0.67,-0.22,-6.67,0.46
1345,2016-07-15,3056.68,3054.30,3062.68,3044.54,172866399,202840551424.00,0.59,0.01,0.28,0.44
1346,2016-07-18,3047.64,3043.56,3058.32,3031.64,177496563,206667710464.00,0.87,-0.35,-10.74,0.46
1347,2016-07-19,3040.23,3036.60,3043.60,3014.29,155361467,187206721536.00,0.96,-0.23,-6.96,0.40
1348,2016-07-20,3034.71,3027.90,3043.00,3022.63,138242816,171472916480.00,0.67,-0.29,-8.70,0.36
1349,2016-07-21,3027.60,3039.01,3053.33,3027.37,163767370,200278454272.00,0.86,0.37,11.11,0.42
1350,2016-07-22,3038.12,3012.82,3039.27,3007.46,162010181,197517348864.00,1.05,-0.86,-26.19,0.42
1351,2016-07-25,3008.09,3015.83,3027.12,3003.29,144206582,175422001152.00,0.79,0.10,3.01,0.37
1352,2016-07-26,3014.04,3050.17,3050.61,3013.80,156694505,185474469888.00,1.22,1.14,34.34,0.40
1353,2016-07-27,3050.37,2992.00,3057.42,2939.23,280160914,316811390976.00,3.87,-1.91,-58.17,0.72
1354,2016-07-28,2980.50,2994.32,3003.36,2968.18,190564951,217627000832.00,1.18,0.08,2.32,0.49
1355,2016-07-29,2992.53,2979.34,3000.05,2972.92,150101535,170198564864.00,0.91,-0.50,-14.98,0.39
1356,2016-08-01,2971.95,2953.39,2972.88,2931.96,147407762,162372673536.00,1.37,-0.87,-25.95,0.38
1357,2016-08-02,2950.08,2971.28,2971.28,2946.64,115468900,129266872320.00,0.83,0.61,17.89,0.30
1358,2016-08-03,2963.21,2978.46,2981.16,2956.78,141141332,159088263168.00,0.82,0.24,7.18,0.36
1359,2016-08-04,2976.41,2982.43,2982.86,2958.93,133933302,153307963392.00,0.80,0.13,3.97,0.34
1360,2016-08-05,2978.78,2976.70,2991.68,2971.56,141857101,161795981312.00,0.67,-0.19,-5.73,0.36
1361,2016-08-08,2972.62,3004.28,3004.72,2959.05,155729833,172089655296.00,1.53,0.93,27.58,0.40
1362,2016-08-09,3001.31,3025.68,3025.91,2998.68,169995446,187716866048.00,0.91,0.71,21.40,0.44
1363,2016-08-10,3023.47,3018.75,3033.20,3017.09,164675164,184525185024.00,0.53,-0.23,-6.93,0.42
1364,2016-08-11,3013.68,3002.64,3038.05,3001.17,161879480,179861524480.00,1.22,-0.53,-16.11,0.42
1365,2016-08-12,3000.27,3050.67,3051.05,2999.04,168173658,179304886272.00,1.73,1.60,48.03,0.43
1366,2016-08-15,3056.48,3125.20,3137.48,3053.87,297616507,327991128064.00,2.74,2.44,74.53,0.77
1367,2016-08-16,3130.53,3110.04,3140.44,3102.06,278328934,308544860160.00,1.23,-0.49,-15.16,0.72
1368,2016-08-17,3106.99,3109.55,3114.25,3090.28,213839636,243405250560.00,0.77,-0.02,-0.49,0.55
1369,2016-08-18,3107.75,3104.11,3125.58,3093.32,229359081,256969678848.00,1.04,-0.17,-5.44,0.59
1370,2016-08-19,3100.39,3108.10,3113.34,3082.77,194347453,212050972672.00,0.98,0.13,3.99,0.50
1371,2016-08-22,3107.38,3084.80,3112.74,3083.59,185387927,207638876160.00,0.94,-0.75,-23.30,0.48
1372,2016-08-23,3081.57,3089.71,3101.11,3073.53,161368965,179183489024.00,0.89,0.16,4.91,0.41
1373,2016-08-24,3092.02,3085.88,3097.15,3079.55,145707441,168362528768.00,0.57,-0.12,-3.83,0.37
1374,2016-08-25,3073.44,3068.33,3073.44,3041.50,174032980,200859750400.00,1.04,-0.57,-17.55,0.45
1375,2016-08-26,3069.85,3070.31,3087.65,3063.89,149663900,176309497856.00,0.77,0.06,1.98,0.38
1376,2016-08-29,3068.46,3070.03,3074.94,3058.78,144500006,166397345792.00,0.53,-0.01,-0.28,0.37
1377,2016-08-30,3071.44,3074.68,3082.99,3065.97,140434811,163878821888.00,0.55,0.15,4.65,0.36
1378,2016-08-31,3072.92,3085.49,3087.70,3063.40,141368609,168986116096.00,0.79,0.35,10.81,0.36
1379,2016-09-01,3083.96,3063.30,3088.70,3062.88,155191094,177093296128.00,0.84,-0.72,-22.19,0.40
1380,2016-09-02,3057.49,3067.35,3072.52,3050.49,150446920,170592141312.00,0.72,0.13,4.05,0.39
1381,2016-09-05,3070.71,3072.09,3085.49,3065.33,144963318,161243676672.00,0.66,0.15,4.74,0.37
1382,2016-09-06,3071.05,3090.71,3095.51,3053.19,172908524,193057730560.00,1.38,0.61,18.62,0.44
1383,2016-09-07,3091.33,3091.93,3105.68,3087.88,186956764,207162122240.00,0.58,0.04,1.22,0.48
1384,2016-09-08,3089.95,3095.95,3096.78,3083.90,145883771,165944471552.00,0.42,0.13,4.02,0.38
1385,2016-09-09,3095.43,3078.85,3101.79,3078.22,160692923,182056230912.00,0.76,-0.55,-17.10,0.41
1386,2016-09-12,3037.51,3021.98,3040.95,2999.93,206012086,221846568960.00,1.33,-1.85,-56.87,0.53
1387,2016-09-13,3025.03,3023.51,3029.72,3008.74,135387579,152791306240.00,0.69,0.05,1.53,0.35
1388,2016-09-14,3008.90,3002.85,3017.94,2995.42,133413402,148148969472.00,0.74,-0.68,-20.66,0.34
1389,2016-09-19,3005.32,3026.05,3026.65,3005.32,119225027,133168828416.00,0.71,0.77,23.20,0.31
1390,2016-09-20,3027.17,3023.00,3027.82,3015.88,118924116,139662303232.00,0.39,-0.10,-3.05,0.31
1391,2016-09-21,3021.58,3025.87,3032.45,3017.54,115721213,134133727232.00,0.49,0.09,2.87,0.30
1392,2016-09-22,3038.42,3042.31,3054.44,3035.07,139309555,159031062528.00,0.64,0.54,16.44,0.36
1393,2016-09-23,3044.78,3033.90,3046.80,3032.80,125590976,147377737728.00,0.46,-0.28,-8.41,0.32
1394,2016-09-26,3028.24,2980.43,3028.24,2980.12,144330286,162257248256.00,1.59,-1.76,-53.47,0.37
1395,2016-09-27,2974.59,2998.17,2998.23,2969.13,121701450,133372706816.00,0.98,0.60,17.74,0.31
1396,2016-09-28,3000.70,2987.86,3000.70,2984.32,104625697,116437377024.00,0.55,-0.34,-10.31,0.27
1397,2016-09-29,2992.17,2998.48,3009.20,2991.91,113213919,122728570880.00,0.58,0.36,10.62,0.29
1398,2016-09-30,2994.25,3004.70,3009.20,2993.06,101333563,112794537984.00,0.54,0.21,6.22,0.26
1399,2016-10-10,3020.46,3048.14,3048.24,3014.62,160051105,175521792000.00,1.12,1.45,43.44,0.41
1400,2016-10-11,3051.62,3065.25,3066.10,3048.02,167273495,183787646976.00,0.59,0.56,17.11,0.43
1401,2016-10-12,3057.32,3058.50,3060.51,3048.89,142493578,159982960640.00,0.38,-0.22,-6.75,0.37
1402,2016-10-13,3057.97,3061.34,3065.00,3052.64,154756726,166335868928.00,0.40,0.09,2.84,0.40
1403,2016-10-14,3056.99,3063.81,3064.79,3043.18,155373706,163792994304.00,0.71,0.08,2.47,0.40
1404,2016-10-17,3064.69,3041.17,3068.81,3033.75,163733266,180594077696.00,1.14,-0.74,-22.64,0.42
1405,2016-10-18,3037.40,3083.88,3084.19,3037.40,182042460,196036128768.00,1.54,1.40,42.71,0.47
1406,2016-10-19,3085.75,3084.72,3096.22,3076.77,182470144,197481136128.00,0.63,0.03,0.84,0.47
1407,2016-10-20,3084.91,3084.46,3089.68,3076.29,160691364,177674543104.00,0.43,-0.01,-0.26,0.41
1408,2016-10-21,3081.39,3090.94,3101.85,3069.27,187388073,201953660928.00,1.06,0.21,6.48,0.48
1409,2016-10-24,3092.05,3128.25,3137.03,3090.79,240522350,250354393088.00,1.50,1.21,37.31,0.62
1410,2016-10-25,3127.97,3131.94,3132.50,3121.05,203380897,220861464576.00,0.37,0.12,3.69,0.52
1411,2016-10-26,3129.84,3116.31,3129.84,3110.39,191663263,215767707648.00,0.62,-0.50,-15.63,0.49
1412,2016-10-27,3112.60,3112.35,3114.76,3100.39,158008788,182237126656.00,0.46,-0.13,-3.96,0.41
1413,2016-10-28,3111.70,3104.27,3128.64,3101.24,181774124,212593008640.00,0.88,-0.26,-8.08,0.47
1414,2016-10-31,3097.19,3100.49,3102.30,3081.07,151506765,178427744256.00,0.68,-0.12,-3.78,0.39
1415,2016-11-01,3101.66,3122.44,3122.61,3097.04,160232033,195831590912.00,0.82,0.71,21.95,0.41
1416,2016-11-02,3115.73,3102.73,3118.98,3099.82,182722066,221676544000.00,0.61,-0.63,-19.71,0.47
1417,2016-11-03,3096.76,3128.94,3140.93,3094.10,222986260,265820360704.00,1.51,0.84,26.21,0.57
1418,2016-11-04,3126.35,3125.32,3141.33,3119.53,197683197,239043256320.00,0.70,-0.12,-3.62,0.51
1419,2016-11-07,3124.89,3133.33,3139.20,3117.10,179418491,210602323968.00,0.71,0.26,8.01,0.46
1420,2016-11-08,3140.94,3147.89,3156.88,3134.95,190846979,221585117184.00,0.70,0.46,14.56,0.49
1421,2016-11-09,3146.08,3128.37,3146.95,3096.95,241114959,277229391872.00,1.59,-0.62,-19.52,0.62
1422,2016-11-10,3148.54,3171.28,3172.31,3148.54,244192602,285992812544.00,0.76,1.37,42.91,0.63
1423,2016-11-11,3169.40,3196.04,3202.74,3166.07,310854579,343773949952.00,1.16,0.78,24.76,0.80
1424,2016-11-14,3187.71,3210.37,3221.46,3186.79,329608312,346974629888.00,1.08,0.45,14.33,0.85
1425,2016-11-15,3209.95,3206.99,3214.29,3195.03,240886351,267003871232.00,0.60,-0.11,-3.38,0.62
1426,2016-11-16,3208.50,3205.06,3210.89,3195.41,221766994,244854509568.00,0.48,-0.06,-1.93,0.57
1427,2016-11-17,3198.50,3208.45,3211.05,3187.21,214206241,226775851008.00,0.74,0.11,3.39,0.55
1428,2016-11-18,3207.19,3192.85,3212.39,3187.50,209826639,235352064000.00,0.78,-0.49,-15.60,0.54
1429,2016-11-21,3188.50,3218.15,3229.76,3188.28,230652844,263177809920.00,1.30,0.79,25.30,0.59
1430,2016-11-22,3220.98,3248.35,3249.68,3220.98,261631547,292484829184.00,0.89,0.94,30.20,0.67
1431,2016-11-23,3247.94,3241.14,3262.88,3231.59,249959593,277942468608.00,0.96,-0.22,-7.21,0.64
1432,2016-11-24,3237.43,3241.74,3257.86,3232.87,232324526,267224711168.00,0.77,0.02,0.60,0.60
1433,2016-11-25,3241.24,3261.94,3262.44,3209.60,233921600,259117039616.00,1.63,0.62,20.20,0.60
1434,2016-11-28,3270.05,3277.00,3288.34,3267.67,281551252,300460150784.00,0.63,0.46,15.06,0.72
1435,2016-11-29,3269.23,3282.92,3301.21,3263.40,320836288,348149350400.00,1.15,0.18,5.92,0.83
1436,2016-11-30,3272.14,3250.03,3277.27,3239.52,243576054,262808739840.00,1.15,-1.00,-32.89,0.63
1437,2016-12-01,3257.03,3273.31,3279.67,3256.25,237759864,261553934336.00,0.72,0.72,23.28,0.61
1438,2016-12-02,3270.12,3243.84,3279.71,3235.28,259567204,281559097344.00,1.36,-0.90,-29.47,0.67
1439,2016-12-05,3203.78,3204.71,3219.52,3194.88,223010394,238598033408.00,0.76,-1.21,-39.13,0.57
1440,2016-12-06,3202.03,3199.65,3215.31,3196.52,157572692,177170153472.00,0.59,-0.16,-5.06,0.41
1441,2016-12-07,3198.47,3222.24,3222.43,3189.49,169072847,189443846144.00,1.03,0.71,22.59,0.43
1442,2016-12-08,3225.55,3215.36,3228.12,3211.47,170710172,197802065920.00,0.52,-0.21,-6.88,0.44
1443,2016-12-09,3209.34,3232.88,3244.80,3207.04,204023956,226387156992.00,1.17,0.54,17.52,0.52
1444,2016-12-12,3233.67,3152.97,3245.09,3149.90,274708462,294260137984.00,2.94,-2.47,-79.91,0.71
1445,2016-12-13,3138.99,3155.04,3162.50,3118.71,185164495,203175456768.00,1.39,0.07,2.07,0.48
1446,2016-12-14,3149.38,3140.53,3170.02,3136.35,201358886,219206160384.00,1.07,-0.46,-14.51,0.52
1447,2016-12-15,3125.76,3117.68,3138.78,3100.91,189990625,212863238144.00,1.21,-0.73,-22.85,0.49
1448,2016-12-16,3111.51,3122.98,3128.87,3106.35,164988700,189844754432.00,0.72,0.17,5.30,0.42
1449,2016-12-19,3120.70,3118.08,3125.28,3110.08,154169715,174500241408.00,0.49,-0.16,-4.90,0.40
1450,2016-12-20,3115.90,3102.88,3117.01,3084.80,157426760,171611881472.00,1.03,-0.49,-15.20,0.40
1451,2016-12-21,3107.24,3137.43,3140.25,3107.24,186706606,204247805952.00,1.06,1.11,34.55,0.48
1452,2016-12-22,3132.16,3139.56,3143.17,3126.89,167804989,185981558784.00,0.52,0.07,2.13,0.43
1453,2016-12-23,3134.93,3110.15,3138.40,3103.75,166176768,189281177600.00,1.10,-0.94,-29.41,0.43
1454,2016-12-26,3095.58,3122.57,3122.88,3068.42,152571881,170555609088.00,1.75,0.40,12.42,0.39
1455,2016-12-27,3117.39,3114.66,3127.88,3113.75,141528940,162193907712.00,0.45,-0.25,-7.91,0.36
1456,2016-12-28,3113.77,3102.24,3118.78,3094.55,135727086,154329653248.00,0.78,-0.40,-12.42,0.35
1457,2016-12-29,3095.84,3096.10,3111.80,3087.34,132623291,149919182848.00,0.79,-0.20,-6.14,0.34
1458,2016-12-30,3097.34,3103.64,3108.84,3089.99,133267131,151732781056.00,0.61,0.24,7.54,0.34
1459,2017-01-03,3105.31,3135.92,3136.46,3105.31,141567186,159887138816.00,1.00,1.04,32.28,0.36
1460,2017-01-04,3133.79,3158.79,3160.10,3130.11,167860851,195914293248.00,0.96,0.73,22.87,0.43
1461,2017-01-05,3157.91,3165.41,3168.50,3154.28,174727644,199692025856.00,0.45,0.21,6.62,0.45
1462,2017-01-06,3163.78,3154.32,3172.03,3153.02,183708966,207296036864.00,0.60,-0.35,-11.09,0.47
1463,2017-01-09,3148.53,3171.24,3173.14,3147.74,171714076,192110579712.00,0.81,0.54,16.92,0.44
1464,2017-01-10,3167.57,3161.67,3174.58,3157.33,179759217,194963218432.00,0.54,-0.30,-9.57,0.46
1465,2017-01-11,3156.69,3136.75,3167.03,3136.27,178362222,189186457600.00,0.97,-0.79,-24.92,0.46
1466,2017-01-12,3133.60,3119.29,3144.97,3115.98,148889239,161922297856.00,0.92,-0.56,-17.46,0.38
1467,2017-01-13,3116.08,3112.76,3130.51,3102.16,156274214,174438555648.00,0.91,-0.21,-6.53,0.40
1468,2017-01-16,3104.49,3103.43,3105.14,3044.29,257885996,262826041344.00,1.95,-0.30,-9.33,0.66
1469,2017-01-17,3087.03,3108.77,3108.91,3072.34,136157860,154757554176.00,1.18,0.17,5.34,0.35
1470,2017-01-18,3104.77,3113.01,3123.72,3098.59,131780129,144546717696.00,0.81,0.14,4.24,0.34
1471,2017-01-19,3104.97,3101.30,3115.78,3094.00,123851420,139280461824.00,0.70,-0.38,-11.71,0.32
1472,2017-01-20,3095.82,3123.14,3125.66,3095.21,122366776,141471809536.00,0.98,0.70,21.84,0.31
1473,2017-01-23,3125.42,3136.77,3145.84,3125.42,132660393,148145737728.00,0.65,0.44,13.63,0.34
1474,2017-01-24,3134.59,3142.55,3149.53,3131.22,125973880,134553853952.00,0.58,0.18,5.78,0.32
1475,2017-01-25,3137.65,3149.55,3151.47,3133.19,112073828,126765830144.00,0.58,0.22,7.00,0.29
1476,2017-01-26,3149.22,3159.17,3163.10,3148.91,113876772,125013192704.00,0.45,0.31,9.62,0.29
1477,2017-02-03,3160.08,3140.17,3162.68,3136.01,92224737,108023660544.00,0.84,-0.60,-19.00,0.24
1478,2017-02-06,3143.09,3156.98,3158.84,3135.39,127198282,150067695616.00,0.75,0.54,16.81,0.33
1479,2017-02-07,3154.40,3153.09,3159.54,3140.03,128337441,152559087616.00,0.62,-0.12,-3.89,0.33
1480,2017-02-08,3148.09,3166.98,3167.45,3132.03,144920187,170854125568.00,1.12,0.44,13.89,0.37
1481,2017-02-09,3164.69,3183.18,3186.84,3162.57,191640328,209723158528.00,0.77,0.51,16.20,0.49
1482,2017-02-10,3183.01,3196.70,3205.05,3182.80,239348913,245772165120.00,0.70,0.42,13.52,0.62
1483,2017-02-13,3198.99,3216.84,3219.41,3198.99,220191508,236158767104.00,0.64,0.63,20.14,0.57
1484,2017-02-14,3216.14,3217.93,3219.40,3205.28,188798088,204253822976.00,0.44,0.03,1.09,0.49
1485,2017-02-15,3215.46,3212.99,3236.00,3206.56,241507707,257965244416.00,0.91,-0.15,-4.94,0.62
1486,2017-02-16,3210.36,3229.62,3230.27,3207.78,216955942,226587611136.00,0.70,0.52,16.63,0.56
1487,2017-02-17,3227.71,3202.07,3238.40,3199.42,226228178,248572751872.00,1.21,-0.85,-27.55,0.58
1488,2017-02-20,3198.96,3239.96,3241.46,3198.96,232152097,250276130816.00,1.33,1.18,37.89,0.60
1489,2017-02-21,3242.22,3253.32,3254.33,3239.88,211673065,233551175680.00,0.45,0.41,13.36,0.54
1490,2017-02-22,3252.69,3261.22,3261.38,3243.84,207453775,234815324160.00,0.54,0.24,7.90,0.53
1491,2017-02-23,3258.83,3251.38,3264.08,3236.35,209179799,236822581248.00,0.85,-0.30,-9.84,0.54
1492,2017-02-24,3246.86,3253.43,3253.96,3233.53,186406362,213839036416.00,0.63,0.06,2.05,0.48
1493,2017-02-27,3249.19,3228.66,3251.65,3224.09,182581071,211395715072.00,0.85,-0.76,-24.77,0.47
1494,2017-02-28,3225.97,3241.73,3242.68,3225.97,151244319,186019287040.00,0.52,0.40,13.07,0.39
1495,2017-03-01,3240.07,3246.93,3259.98,3237.87,190677550,225940967424.00,0.68,0.16,5.20,0.49
1496,2017-03-02,3250.52,3230.03,3256.81,3228.66,181215076,223043960832.00,0.87,-0.52,-16.90,0.47
1497,2017-03-03,3219.20,3218.31,3221.16,3206.61,157082368,192707923968.00,0.45,-0.36,-11.72,0.40
1498,2017-03-06,3217.33,3233.86,3234.66,3215.07,156092157,193769172992.00,0.61,0.48,15.55,0.40
1499,2017-03-07,3233.09,3242.41,3242.66,3226.82,164064236,209931206656.00,0.49,0.26,8.55,0.42
1500,2017-03-08,3240.53,3240.66,3245.30,3230.61,160731387,198225780736.00,0.45,-0.05,-1.75,0.41
1501,2017-03-09,3233.70,3216.75,3233.87,3205.28,167371108,199217647616.00,0.88,-0.74,-23.91,0.43
1502,2017-03-10,3213.73,3212.76,3222.32,3208.45,136672742,173663170560.00,0.43,-0.12,-3.99,0.35
1503,2017-03-13,3209.45,3237.02,3237.12,3193.16,163673761,206919741440.00,1.37,0.76,24.26,0.42
1504,2017-03-14,3235.25,3239.33,3246.33,3231.52,146946022,191535128576.00,0.46,0.07,2.31,0.38
1505,2017-03-15,3235.40,3241.76,3243.71,3227.74,144055683,185727250432.00,0.49,0.08,2.43,0.37
1506,2017-03-16,3247.16,3268.94,3269.77,3247.16,189416003,244508344320.00,0.70,0.84,27.18,0.49
1507,2017-03-17,3271.87,3237.45,3274.19,3232.28,200583224,262184046592.00,1.28,-0.96,-31.49,0.52
1508,2017-03-20,3241.11,3250.81,3251.13,3228.12,170548431,213951758336.00,0.71,0.41,13.36,0.44
1509,2017-03-21,3250.25,3261.61,3262.22,3246.70,162719306,219121270784.00,0.48,0.33,10.80,0.42
1510,2017-03-22,3246.22,3245.22,3255.78,3229.13,189731648,244545458176.00,0.82,-0.50,-16.39,0.49
1511,2017-03-23,3245.81,3248.55,3262.09,3221.93,193029143,258246692864.00,1.24,0.10,3.33,0.50
1512,2017-03-24,3247.35,3269.45,3275.21,3241.12,219777915,267094163456.00,1.05,0.64,20.90,0.57
1513,2017-03-27,3268.92,3266.96,3283.24,3262.12,201852675,249185542144.00,0.65,-0.08,-2.49,0.52
1514,2017-03-28,3265.63,3252.95,3265.63,3246.09,161710013,203452481536.00,0.60,-0.43,-14.01,0.42
1515,2017-03-29,3252.86,3241.31,3262.10,3233.28,216105574,245371850752.00,0.89,-0.36,-11.64,0.56
1516,2017-03-30,3235.14,3210.24,3240.02,3195.85,247135480,265694871552.00,1.36,-0.96,-31.07,0.64
1517,2017-03-31,3206.25,3222.51,3226.25,3205.54,196442921,214036160512.00,0.65,0.38,12.27,0.51
1518,2017-04-05,3235.66,3270.30,3270.65,3233.24,248320202,273201156096.00,1.16,1.48,47.79,0.64
1519,2017-04-06,3272.19,3281.00,3286.67,3265.76,245288000,262335586304.00,0.64,0.33,10.70,0.63
1520,2017-04-07,3280.62,3286.62,3295.19,3275.05,236108943,266738323456.00,0.61,0.17,5.62,0.61
1521,2017-04-10,3285.46,3269.39,3285.46,3265.01,232694615,279415193600.00,0.62,-0.52,-17.23,0.60
1522,2017-04-11,3266.22,3288.97,3290.39,3244.40,281281249,326622408704.00,1.41,0.60,19.58,0.72
1523,2017-04-12,3283.84,3273.83,3284.93,3262.28,269381791,311505522688.00,0.69,-0.46,-15.14,0.69
1524,2017-04-13,3265.22,3275.96,3281.14,3261.49,207346875,223287214080.00,0.60,0.07,2.13,0.53
1525,2017-04-14,3276.14,3246.07,3276.71,3238.90,214508559,224106680320.00,1.15,-0.91,-29.89,0.55
1526,2017-04-17,3229.95,3222.17,3229.95,3199.91,212737188,227214680064.00,0.93,-0.74,-23.90,0.55
1527,2017-04-18,3215.40,3196.71,3225.05,3196.49,188661353,211866767360.00,0.89,-0.79,-25.46,0.49
1528,2017-04-19,3184.67,3170.69,3189.44,3147.06,213238075,225806057472.00,1.33,-0.81,-26.02,0.55
1529,2017-04-20,3165.67,3172.10,3178.18,3148.18,190873984,220098232320.00,0.95,0.04,1.41,0.49
1530,2017-04-21,3170.29,3173.15,3180.79,3158.63,164761741,184131440640.00,0.70,0.03,1.05,0.42
1531,2017-04-24,3164.25,3129.53,3164.25,3111.21,186277435,197845254144.00,1.67,-1.37,-43.62,0.48
1532,2017-04-25,3123.89,3134.57,3145.27,3117.45,153418307,174129250304.00,0.89,0.16,5.04,0.39
1533,2017-04-26,3132.92,3140.85,3152.95,3131.42,169878108,197112872960.00,0.69,0.20,6.28,0.44
1534,2017-04-27,3131.35,3152.19,3155.00,3097.33,211793073,235748319232.00,1.84,0.36,11.34,0.54
1535,2017-04-28,3144.02,3154.66,3154.73,3136.58,162889900,183195770880.00,0.58,0.08,2.47,0.42
1536,2017-05-02,3147.23,3143.71,3154.78,3136.54,154222963,176389918720.00,0.58,-0.35,-10.95,0.40
1537,2017-05-03,3138.31,3135.35,3148.28,3123.75,163763924,190236602368.00,0.78,-0.27,-8.36,0.42
1538,2017-05-04,3127.10,3127.37,3143.82,3111.39,177967485,200170852352.00,1.03,-0.25,-7.98,0.46
1539,2017-05-05,3114.77,3103.04,3117.61,3092.09,176213642,200273907712.00,0.82,-0.78,-24.33,0.45
1540,2017-05-08,3090.06,3078.61,3093.45,3067.69,180526904,198171688960.00,0.83,-0.79,-24.43,0.46
1541,2017-05-09,3064.85,3080.53,3084.21,3056.56,135066675,152795901952.00,0.90,0.06,1.92,0.35
1542,2017-05-10,3078.17,3052.78,3090.82,3051.59,160794452,181624152064.00,1.27,-0.90,-27.75,0.41
1543,2017-05-11,3036.79,3061.50,3063.56,3016.53,191341901,197604069376.00,1.54,0.29,8.72,0.49
1544,2017-05-12,3054.11,3083.51,3090.49,3051.87,159684099,175107244032.00,1.26,0.72,22.01,0.41
1545,2017-05-15,3085.93,3090.23,3098.91,3085.93,135660728,158269607936.00,0.42,0.22,6.72,0.35
1546,2017-05-16,3082.87,3112.96,3113.51,3060.53,173775565,193292103680.00,1.71,0.74,22.73,0.45
1547,2017-05-17,3107.80,3104.44,3119.58,3101.29,168674158,194560593920.00,0.59,-0.27,-8.52,0.43
1548,2017-05-18,3082.33,3090.14,3103.44,3077.96,148620035,168149516288.00,0.82,-0.46,-14.30,0.38
1549,2017-05-19,3086.71,3090.63,3095.48,3081.28,129635231,150164226048.00,0.46,0.02,0.49,0.33
1550,2017-05-22,3087.17,3075.68,3103.94,3063.15,153683730,170340982784.00,1.32,-0.48,-14.95,0.40
1551,2017-05-23,3069.39,3061.95,3084.24,3050.84,178310600,195073654784.00,1.09,-0.45,-13.73,0.46
1552,2017-05-24,3047.57,3064.07,3064.81,3022.30,139813353,152669200384.00,1.39,0.07,2.12,0.36
1553,2017-05-25,3055.34,3107.83,3114.66,3052.83,191391841,201910124544.00,2.02,1.43,43.76,0.49
1554,2017-05-26,3101.29,3110.06,3120.66,3100.39,155923487,171327385600.00,0.65,0.07,2.23,0.40
1555,2017-05-31,3125.32,3117.18,3143.28,3111.56,152950431,177913311232.00,1.02,0.23,7.12,0.39
1556,2017-06-01,3108.42,3102.62,3113.52,3097.68,163015718,180782624768.00,0.51,-0.47,-14.56,0.42
1557,2017-06-02,3094.23,3105.54,3110.39,3081.85,142504924,154454347776.00,0.92,0.09,2.92,0.37
1558,2017-06-05,3102.11,3091.66,3105.50,3084.83,132570299,143429804032.00,0.67,-0.45,-13.88,0.34
1559,2017-06-06,3084.54,3102.13,3102.86,3078.79,113439964,127804624896.00,0.78,0.34,10.47,0.29
1560,2017-06-07,3101.76,3140.32,3140.77,3098.95,173229015,194287943680.00,1.35,1.23,38.19,0.45
1561,2017-06-08,3136.47,3150.33,3153.26,3132.83,152277660,178894299136.00,0.65,0.32,10.01,0.39
1562,2017-06-09,3147.45,3158.40,3165.92,3146.11,160136335,181584883712.00,0.63,0.26,8.07,0.41
1563,2017-06-12,3149.53,3139.88,3164.95,3135.31,146729426,170223276032.00,0.94,-0.59,-18.52,0.38
1564,2017-06-13,3134.01,3153.74,3155.99,3131.04,128318280,148457869312.00,0.79,0.44,13.86,0.33
1565,2017-06-14,3146.75,3130.67,3149.17,3125.35,138347041,160641228800.00,0.76,-0.73,-23.07,0.36
1566,2017-06-15,3125.59,3132.49,3137.58,3117.08,146954245,171124531200.00,0.65,0.06,1.82,0.38
1567,2017-06-16,3126.37,3123.17,3134.25,3117.86,129652759,149215477760.00,0.52,-0.30,-9.32,0.33
1568,2017-06-19,3122.16,3144.37,3146.77,3121.78,134891758,151741796352.00,0.80,0.68,21.20,0.35
1569,2017-06-20,3148.02,3140.01,3150.46,3134.61,141191803,162498015232.00,0.50,-0.14,-4.36,0.36
1570,2017-06-21,3148.99,3156.21,3157.03,3132.62,136688269,167048216576.00,0.78,0.52,16.20,0.35
1571,2017-06-22,3152.24,3147.45,3186.98,3146.64,191344005,220438437888.00,1.28,-0.28,-8.76,0.49
1572,2017-06-23,3138.44,3157.87,3158.05,3118.09,154843648,175568523264.00,1.27,0.33,10.42,0.40
1573,2017-06-26,3157.00,3185.44,3187.89,3156.98,173579210,200419303424.00,0.98,0.87,27.57,0.45
1574,2017-06-27,3183.42,3191.20,3193.46,3172.46,148201198,167523799040.00,0.66,0.18,5.76,0.38
1575,2017-06-28,3183.63,3173.20,3193.44,3170.78,146516721,162081099776.00,0.71,-0.56,-18.00,0.38
1576,2017-06-29,3174.98,3188.06,3188.77,3174.28,128755471,147249799168.00,0.46,0.47,14.86,0.33
1577,2017-06-30,3176.95,3192.43,3193.24,3171.57,121464543,143195602944.00,0.68,0.14,4.37,0.31
1578,2017-07-03,3192.00,3195.91,3196.29,3177.02,140305718,156575784960.00,0.60,0.11,3.48,0.36
1579,2017-07-04,3192.89,3182.80,3193.06,3174.31,141114967,161454563328.00,0.59,-0.41,-13.11,0.36
