序号,时间,开盘价,收盘价,当日最高,当日最低,当天成交量,当天成交额,振幅,涨跌幅,涨跌额,换手率
856,2014-07-16,2068.34,2067.28,2075.49,2061.57,137128020,102029807616.00,0.67,-0.15,-3.08,0.35
857,2014-07-17,2062.89,2055.59,2062.89,2046.19,104491812,79106281472.00,0.81,-0.57,-11.69,0.27
858,2014-07-18,2047.50,2059.07,2067.23,2046.00,106641093,82510266368.00,1.03,0.17,3.48,0.27
859,2014-07-21,2057.77,2054.48,2061.82,2049.18,93857871,75706179584.00,0.61,-0.22,-4.59,0.24
860,2014-07-22,2050.50,2075.48,2078.08,2049.81,123191867,98702438400.00,1.38,1.02,21.00,0.32
861,2014-07-23,2074.20,2078.49,2088.19,2072.23,137292211,106702131200.00,0.77,0.15,3.01,0.35
862,2014-07-24,2079.63,2105.06,2107.95,2079.63,165676997,128677982208.00,1.36,1.28,26.57,0.43
863,2014-07-25,2108.71,2126.61,2127.22,2106.71,142495826,111411572736.00,0.97,1.02,21.55,0.37
864,2014-07-28,2135.25,2177.95,2181.50,2135.25,236185751,180414431232.00,2.17,2.41,51.34,0.61
865,2014-07-29,2179.83,2183.19,2193.52,2172.10,200264256,159282499584.00,0.98,0.24,5.24,0.51
866,2014-07-30,2178.18,2181.24,2194.57,2177.24,184922186,149566550016.00,0.79,-0.09,-1.95,0.48
867,2014-07-31,2179.54,2201.56,2202.13,2173.90,164691653,132438450176.00,1.29,0.93,20.32,0.42
868,2014-08-01,2194.17,2185.30,2218.79,2184.64,191475041,151884025856.00,1.55,-0.74,-16.26,0.49
869,2014-08-04,2190.04,2223.33,2224.07,2186.92,174097403,140088823808.00,1.70,1.74,38.03,0.45
870,2014-08-05,2224.63,2219.95,2226.84,2206.85,175386988,141474533376.00,0.90,-0.15,-3.38,0.45
871,2014-08-06,2212.00,2217.47,2223.89,2192.99,177711708,140362854400.00,1.39,-0.11,-2.48,0.46
872,2014-08-07,2216.66,2187.67,2220.57,2185.76,175233275,137306468352.00,1.57,-1.34,-29.80,0.45
873,2014-08-08,2188.71,2194.43,2199.58,2180.60,135181443,109728993280.00,0.87,0.31,6.76,0.35
874,2014-08-11,2199.43,2224.65,2225.96,2198.31,150583421,126096838656.00,1.26,1.38,30.22,0.39
875,2014-08-12,2222.70,2221.59,2222.98,2210.00,154799045,132393971712.00,0.58,-0.14,-3.06,0.40
876,2014-08-13,2223.05,2222.88,2230.99,2202.44,178062807,146490785792.00,1.29,0.06,1.29,0.46
877,2014-08-14,2221.54,2206.47,2230.89,2204.38,170149123,141706657792.00,1.19,-0.74,-16.41,0.44
878,2014-08-15,2207.23,2226.73,2230.87,2203.24,149978691,129406906368.00,1.25,0.92,20.26,0.39
879,2014-08-18,2229.80,2239.47,2242.03,2228.13,163928627,141492842496.00,0.62,0.57,12.74,0.42
880,2014-08-19,2242.34,2245.33,2246.02,2227.93,177744591,155445477376.00,0.81,0.26,5.86,0.46
881,2014-08-20,2241.66,2240.21,2248.94,2233.89,167658383,139628052480.00,0.67,-0.23,-5.12,0.43
882,2014-08-21,2239.57,2230.46,2240.08,2211.63,165733499,140879626240.00,1.27,-0.44,-9.75,0.43
883,2014-08-22,2228.97,2240.81,2243.30,2225.27,160111672,140353019904.00,0.81,0.46,10.35,0.41
884,2014-08-25,2241.10,2229.27,2241.55,2222.01,162119578,134450233344.00,0.87,-0.51,-11.54,0.42
885,2014-08-26,2225.29,2207.11,2232.78,2200.62,163507425,134123069440.00,1.44,-0.99,-22.16,0.42
886,2014-08-27,2207.03,2209.47,2216.67,2204.05,120885885,104090411008.00,0.57,0.11,2.36,0.31
887,2014-08-28,2210.48,2195.82,2219.47,2194.86,124229015,109266624512.00,1.11,-0.62,-13.65,0.32
888,2014-08-29,2198.95,2217.20,2218.70,2193.26,105202496,93043871744.00,1.16,0.97,21.38,0.27
889,2014-09-01,2220.13,2235.51,2236.29,2217.69,129166584,117215899648.00,0.84,0.83,18.31,0.33
890,2014-09-02,2239.68,2266.05,2267.51,2234.38,192124869,170931777536.00,1.48,1.37,30.54,0.49
891,2014-09-03,2268.40,2288.63,2290.55,2268.10,212478999,187558383616.00,0.99,1.00,22.58,0.55
892,2014-09-04,2290.03,2306.86,2307.70,2283.28,199489979,179385892864.00,1.07,0.80,18.23,0.51
893,2014-09-05,2311.30,2326.43,2327.56,2307.45,213181916,185839820800.00,0.87,0.85,19.57,0.55
894,2014-09-09,2328.43,2326.53,2331.92,2315.89,196990318,172908498944.00,0.69,0.00,0.10,0.51
895,2014-09-10,2318.50,2318.30,2321.91,2306.42,189828992,163454521344.00,0.67,-0.35,-8.23,0.49
896,2014-09-11,2315.73,2311.68,2343.59,2304.60,222221798,197232656384.00,1.68,-0.29,-6.62,0.57
897,2014-09-12,2308.35,2331.95,2331.95,2302.77,193471539,162102898688.00,1.26,0.88,20.27,0.50
898,2014-09-15,2330.19,2339.14,2340.45,2321.59,215112415,185393631232.00,0.81,0.31,7.19,0.55
899,2014-09-16,2341.03,2296.55,2347.94,2293.87,302694111,237659242496.00,2.31,-1.82,-42.59,0.78
900,2014-09-17,2298.98,2307.89,2309.05,2282.79,210842452,159121788928.00,1.14,0.49,11.34,0.54
901,2014-09-18,2303.85,2315.93,2319.88,2297.93,189089044,144518520832.00,0.95,0.35,8.04,0.49
902,2014-09-19,2312.98,2329.45,2331.56,2305.52,174648486,144345452544.00,1.12,0.58,13.52,0.45
903,2014-09-22,2323.55,2289.87,2323.55,2284.38,175842355,147841744896.00,1.68,-1.70,-39.58,0.45
904,2014-09-23,2289.09,2309.72,2311.52,2289.02,156855168,135396855808.00,0.98,0.87,19.85,0.40
905,2014-09-24,2302.23,2343.57,2345.75,2297.88,222525724,185690669056.00,2.07,1.47,33.85,0.57
906,2014-09-25,2352.86,2345.10,2365.15,2336.80,225688323,189260378112.00,1.21,0.07,1.53,0.58
907,2014-09-26,2339.29,2347.72,2350.11,2329.96,174748285,148220809216.00,0.86,0.11,2.62,0.45
908,2014-09-29,2353.71,2357.71,2363.06,2346.58,200111022,171130880000.00,0.70,0.43,9.99,0.51
909,2014-09-30,2361.32,2363.87,2365.49,2354.27,193918689,166933430272.00,0.48,0.26,6.16,0.50
910,2014-10-08,2368.58,2382.79,2382.79,2354.29,204397327,180337577984.00,1.21,0.80,18.92,0.53
911,2014-10-09,2383.86,2389.37,2391.35,2367.11,235920010,200271757312.00,1.02,0.28,6.58,0.61
912,2014-10-10,2380.75,2374.54,2386.28,2365.07,224671127,192248233984.00,0.89,-0.62,-14.83,0.58
913,2014-10-13,2366.43,2366.01,2366.86,2341.12,200899315,175425069056.00,1.08,-0.36,-8.53,0.52
914,2014-10-14,2362.80,2359.48,2380.51,2349.19,196831419,170160087040.00,1.32,-0.28,-6.53,0.51
915,2014-10-15,2358.23,2373.67,2374.81,2344.37,202804915,171766747136.00,1.29,0.60,14.19,0.52
916,2014-10-16,2361.13,2356.50,2389.68,2353.41,248201167,203805884416.00,1.53,-0.72,-17.17,0.64
917,2014-10-17,2352.78,2341.18,2360.60,2312.83,212300961,179433160704.00,2.03,-0.65,-15.32,0.55
918,2014-10-20,2346.05,2356.73,2357.51,2340.46,160022305,141820260352.00,0.73,0.66,15.55,0.41
919,2014-10-21,2355.03,2339.66,2361.65,2337.55,168828288,146786312192.00,1.02,-0.72,-17.07,0.43
920,2014-10-22,2339.22,2326.55,2352.12,2324.59,152698424,138524536832.00,1.18,-0.56,-13.11,0.39
921,2014-10-23,2322.32,2302.42,2329.93,2297.33,162636308,140596502528.00,1.40,-1.04,-24.13,0.42
922,2014-10-24,2303.08,2302.28,2314.88,2296.66,132225280,114330697728.00,0.79,-0.01,-0.14,0.34
923,2014-10-27,2293.57,2290.44,2293.64,2279.84,130261568,113379983360.00,0.60,-0.51,-11.84,0.33
924,2014-10-28,2294.01,2337.87,2338.28,2294.01,178590356,158147960832.00,1.93,2.07,47.43,0.46
925,2014-10-29,2343.72,2373.03,2381.64,2339.71,265588687,225067077632.00,1.79,1.50,35.16,0.68
926,2014-10-30,2371.89,2391.08,2397.26,2365.92,294645944,226611179520.00,1.32,0.76,18.05,0.76
927,2014-10-31,2393.18,2420.18,2423.60,2384.48,325763523,249915445248.00,1.64,1.22,29.10,0.84
928,2014-11-03,2425.23,2430.03,2436.78,2418.17,298821235,227196592128.00,0.77,0.41,9.85,0.77
929,2014-11-04,2428.27,2430.68,2435.22,2417.22,309013038,226503880704.00,0.74,0.03,0.65,0.79
930,2014-11-05,2432.17,2419.25,2434.36,2415.50,263606653,201859407872.00,0.78,-0.47,-11.43,0.68
931,2014-11-06,2419.62,2425.86,2426.89,2401.75,222005089,179644375040.00,1.04,0.27,6.61,0.57
932,2014-11-07,2427.90,2418.17,2454.42,2407.44,291172244,244157566976.00,1.94,-0.32,-7.69,0.75
933,2014-11-10,2436.63,2473.67,2474.16,2428.19,300628204,245233684480.00,1.90,2.30,55.50,0.77
934,2014-11-11,2483.65,2469.67,2508.62,2445.96,411904064,331257389056.00,2.53,-0.16,-4.00,1.06
935,2014-11-12,2454.60,2494.48,2494.92,2444.81,252933852,215738617856.00,2.03,1.00,24.81,0.65
936,2014-11-13,2495.00,2485.61,2507.74,2471.41,295037059,258311917568.00,1.46,-0.36,-8.87,0.76
937,2014-11-14,2477.97,2478.82,2481.02,2457.04,220607619,191924994048.00,0.96,-0.27,-6.79,0.57
938,2014-11-17,2506.86,2474.01,2508.77,2472.45,215687800,199264903168.00,1.47,-0.19,-4.81,0.55
939,2014-11-18,2474.18,2456.37,2477.05,2449.81,201062569,174659489792.00,1.10,-0.71,-17.64,0.52
940,2014-11-19,2452.15,2450.99,2461.49,2442.71,186235771,167069372416.00,0.76,-0.22,-5.38,0.48
941,2014-11-20,2443.28,2452.66,2458.32,2437.48,165495214,150799912960.00,0.85,0.07,1.67,0.43
942,2014-11-21,2452.64,2486.79,2488.20,2446.65,212239775,197809795072.00,1.69,1.39,34.13,0.55
943,2014-11-24,2505.53,2532.88,2546.75,2495.52,363485834,330291404800.00,2.06,1.85,46.09,0.93
944,2014-11-25,2532.00,2567.60,2568.38,2527.08,314315571,282168803328.00,1.63,1.37,34.72,0.81
945,2014-11-26,2572.65,2604.34,2605.07,2570.40,337127250,316521254912.00,1.35,1.43,36.74,0.87
946,2014-11-27,2615.37,2630.49,2631.40,2599.11,364075720,338960830464.00,1.24,1.00,26.15,0.94
947,2014-11-28,2629.63,2682.83,2683.18,2622.06,465880036,401951166464.00,2.32,1.99,52.34,1.20
948,2014-12-01,2691.73,2680.16,2720.74,2668.84,446791741,401120190464.00,1.93,-0.10,-2.67,1.15
949,2014-12-02,2667.82,2763.54,2777.37,2665.69,437733381,397238915072.00,4.17,3.11,83.38,1.13
950,2014-12-03,2768.68,2779.52,2824.18,2733.87,562120282,529777451008.00,3.27,0.58,15.98,1.45
951,2014-12-04,2783.47,2899.46,2900.51,2772.43,532687718,509218574336.00,4.61,4.32,119.94,1.37
952,2014-12-05,2926.57,2937.65,2978.03,2813.05,640500296,639191011328.00,5.69,1.32,38.19,1.65
953,2014-12-08,2907.81,3020.26,3041.66,2879.85,587570890,593478049792.00,5.51,2.81,82.61,1.51
954,2014-12-09,2992.49,2856.27,3091.32,2834.59,771998392,793361276928.00,8.50,-5.43,-163.99,1.99
955,2014-12-10,2855.94,2940.01,2946.71,2807.68,512886912,534989955072.00,4.87,2.93,83.74,1.32
956,2014-12-11,2912.35,2925.74,2965.68,2892.61,482632732,479801446400.00,2.49,-0.49,-14.27,1.24
957,2014-12-12,2929.36,2938.17,2962.51,2914.96,409480812,420410249216.00,1.63,0.42,12.43,1.05
958,2014-12-15,2921.45,2953.42,2960.23,2890.90,400371694,411487141888.00,2.36,0.52,15.25,1.03
959,2014-12-16,2953.81,3021.52,3021.90,2943.91,453842724,492716183552.00,2.64,2.31,68.10,1.17
960,2014-12-17,3031.95,3061.02,3076.60,2993.33,542503178,580338606080.00,2.76,1.31,39.50,1.40
961,2014-12-18,3062.80,3057.52,3089.79,3030.32,435904952,466524524544.00,1.94,-0.11,-3.50,1.12
962,2014-12-19,3053.07,3108.60,3117.53,3018.42,521073510,515580289024.00,3.24,1.67,51.08,1.34
963,2014-12-22,3129.27,3127.45,3189.87,3090.51,679371914,624481484800.00,3.20,0.61,18.85,1.75
964,2014-12-23,3085.08,3032.61,3136.84,3025.67,437762401,419467702272.00,3.55,-3.03,-94.84,1.13
965,2014-12-24,3039.21,2972.53,3050.51,2934.91,376805245,378726756352.00,3.81,-1.98,-60.08,0.97
966,2014-12-25,2992.46,3072.54,3073.34,2969.87,376947776,379017699328.00,3.48,3.36,100.01,0.97
967,2014-12-26,3078.00,3157.60,3164.16,3064.18,460700933,488915103744.00,3.25,2.77,85.06,1.18
968,2014-12-29,3212.56,3168.02,3223.86,3126.94,510111439,555904356352.00,3.07,0.33,10.42,1.31
969,2014-12-30,3160.80,3165.81,3190.30,3130.35,397725320,437263253504.00,1.89,-0.07,-2.21,1.02
970,2014-12-31,3172.60,3234.68,3239.36,3157.26,405998520,432319844352.00,2.59,2.18,68.87,1.04
